codigo,descripcion,uvr,valor,capitulo,ref
807604,SINOVECTOMÍA DE RODILLA TOTAL POR ARTROSCOPIA (101),140,,ARTICULO 18,18276
807704,SINOVECTOMÍA DE TOBILLO TOTAL POR ARTROSCOPIA (101),140,,ARTICULO 18,18276
807303,SINOVECTOMÍA DE MUÑECA PARCIAL POR ARTROSCOPIA (101),70,,ARTICULO 18,18277
807404,SINOVECTOMÍA DE FALANGES (UNA O MAS) POR ARTROSCOPIA (101),70,,ARTICULO 18,18277
819330,SUTURA DEL FIBROCARTÍLAGO TRIANGULAR O DE LIGAMENTOS,125,,ARTICULO 18,18278
836305,SUTURA DEL MANGUITO ROTADOR POR ENDOSCOPIA,160,,ARTICULO 18,18279
814712,"SUTURA DE MENISCO MEDIAL O LATERAL, POR ARTROSCOPIA",125,,ARTICULO 18,18280
814722,SUTURA DE MENISCO MEDIAL Y LATERAL POR ARTROSCOPIA,200,,ARTICULO 18,18281
836405,SUTURA DEL TENDÓN BICIPITAL (TENODESIS) POR ENDOSCOPIA,125,,ARTICULO 18,18282
808062,LAVADO Y/O DESBRIDAMIENTO DE RODILLA POR ARTROSCOPIA,105,,ARTICULO 18,18285
804101,"DIVISIÓN DE CAPSULA, LIGAMENTO O CARTÍLAGO ARTICULAR DE HOMBRO POR",130,,ARTICULO 18,18286
808012,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE HOMBRO POR",110,,ARTICULO 18,18286
808072,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE TOBILLO POR ARTROSCOPIA",130,,ARTICULO 18,18287
808701,RESECCION DE LESION OSTEOCONDRAL EN TOBILLO POR ARTROSCOPIA,130,,ARTICULO 18,18287
814905,"RESECCION DE LESION OSTEOCONDRAL, PERFORACIONES Y/O CURETAJE DE TOBILLO",130,,ARTICULO 18,18287
814906,RESECCION DE LESION OSTEOCONDRAL CON FIJACION EN TOBILLO POR,130,,ARTICULO 18,18288
804304,RESECCION DE LESION EN MUÑECA POR ARTROSCOPIA (99) EXCLUYE: la correccion de sindrome del túnel carpiano o metatarsiano (99),110,,ARTICULO 18,18290
765101,MENISCOPEXIA TEMPOROMANDIBULAR POR VIA ENDOSCOPICA,110,,ARTICULO 18,16337
441200,GASTROSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,50,,ARTICULO 18,18300
441400,BIOPSIA CERRADA [ENDOSCOPICA] DE ESTOMAGO SOD,50,,ARTICULO 18,18300
451301,ESOFAGOGASTRODUODENOSCOPIA (EGD) DIAGNOSTICA O EXPLORATORIA SIN,50,,ARTICULO 18,18300
451402,BIOPSIA ENDOSCOPICA DIRECTA DE INTESTINO DELGADO,50,,ARTICULO 18,18300
451600,ESOFAGOGASTRODUODENOSCOPIA [EGD] CON BIOPSIA CERRADA SOD (229),50,,ARTICULO 18,18300
422100,ESOFAGOSCOPIA OPERATORIA POR INCISIÓN SOD,50,,ARTICULO 18,18301
441100,GASTROSCOPIA TRANSABDOMINAL (INTRAQUIRURGICA) SOD,50,,ARTICULO 18,18301
451100,ENDOSCOPIA TRANSABDOMINAL DE INTESTINO DELGADO SOD,50,,ARTICULO 18,18301
482100,PROCTOSIGMOIDOSCOPIA TRANSABDOMINAL SOD,50,,ARTICULO 18,18301
482200,PROCTOSIGMOIDOSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,50,,ARTICULO 18,18301
422200,ESOFAGOSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,35,,ARTICULO 18,18302
422300,ESOFAGOSCOPIA VIA ORAL EXPLORATORIA O DIAGNOSTICA SIN BIOPSIA SOD,35,,ARTICULO 18,18302
422400,BIOPSIA DE ESOFAGO CERRADA [ENDOSCOPICA] SOD,35,,ARTICULO 18,18302
451302,ENTEROSCOPIA O ENDOSCOPIA DE INTESTINO DELGADO DESPUES DE DUODENO,45,,ARTICULO 18,18303
429405,EXTRACCIÓN ENDOSCOPICA DE CUERPO EXTRAÑO EN ESÓFAGO (152),75,,ARTICULO 18,18310
429201,DILATACION ESOFAGICA CON BUJIAS DE MERCURIO (198) Tarifa por sesión (198),125,,ARTICULO 18,18312
429202,DILATACIÓN NEUMÁTICA ENDOSCOPICA CON BALÓN (198),70,,ARTICULO 18,18313
423304,INYECCION (ESCLEROSIS) ENDOSCOPICA DE VARICES ESOFAGICAS (198),60,,ARTICULO 18,18314
429300,INSERCION ENDOSCOPICA DE PROTESIS ESOFAGICAS (STENT) SOD,55,,ARTICULO 18,18315
423302,CONTROL ENDOSCOPICO DE HEMORRAGIA O FULGURACION DE MUCOSA ESOFAGICA,45,,ARTICULO 18,18316
423306,ABLACION O RESECCION ENDOSCOPICA DE NEOPLASIA ESOFAGICA,45,,ARTICULO 18,18316
423301,POLIPECTOMIA ENDOSCOPICA DE ESOFAGO,60,,ARTICULO 18,18317
429203,"DILATACIÓN ENDOSCOPICA CONDUCIDA, TIPO EDER-PUESTOW O SAVARY",55,,ARTICULO 18,18318
429205,DILATACIÓN ESOFAGICA ENDOSCOPICA MEDIANTE LASER,60,,ARTICULO 18,18319
434000,ESCISIÓN ENDOSCOPICA DE POLIPOS GASTRICOS SOD,105,,ARTICULO 18,18320
431100,GASTROSTOMÍA PERCUTANEA [ENDOSCOPICA] SOD,60,,ARTICULO 18,18321
434102,CONTROL ENDOSCOPICO DE HEMORRAGIA GASTRICA MEDIANTE ESCLEROTERAPIA,60,,ARTICULO 18,18322
434103,CONTROL ENDOSCOPICO DE HEMORRAGIA GASTRICA MEDIANTE CORRIENTE BIPOLAR,60,,ARTICULO 18,18322
434200,EXTRACCIÓN ENDOSCOPICA DE TUMOR SUBMUCOSO GASTRICO SOD,60,,ARTICULO 18,18322
434500,MUCOSECTOMIA ENDOSCOPICA GASTRICA SOD,60,,ARTICULO 18,18322
441301,ESOFAGOGASTROSCOPIA (CON EXTRACCION DE CUERPO EXTRAÑO),55,,ARTICULO 18,18323
423305,LIGADURA ENDOSCOPICA DE VARICES ESOFAGICAS,70,,ARTICULO 18,18324
434101,LIGADURA ENDOSCOPICA DE VARICES GASTRICAS,70,,ARTICULO 18,18324
463200,YEYUNOSTOMIA PERCUTANEA [ENDOSCOPICA] SOD,95,,ARTICULO 18,18325
469701,EXTRACCION ENDOSCOPICA DE CUERPO EXTRAÑO EN INTESTINO DELGADO,95,,ARTICULO 18,18326
444300,CONTROL ENDOSCOPICO DE HEMORRAGIA GASTRICA O DUODENAL SOD,105,,ARTICULO 18,18327
453001,ENTEROSCOPIA CON CONTROL DE HEMORRAGIA O FULGURACION DE LESION EN,105,,ARTICULO 18,18327
451200,ENDOSCOPIA DE INTESTINO DELGADO A TRAVES DE ESTOMA ARTIFICIAL SOD,95,,ARTICULO 18,18328
442200,DILATACION ENDOSCOPICA DE PILORO SOD,60,,ARTICULO 18,18329
511100,COLANGIOGRAFIA ENDOSCOPICA RETROGRADA (TRANSDUODENAL) SOD,90,,ARTICULO 18,18400
511000,COLANGIO-PANCREATOGRAFIA RETROGRADA ENDOSCOPICA (CPRE) SOD,115,,ARTICULO 18,18410
511400,OTRA BIOPSIA CERRADA [ ENDOSCOPICA] DE TRACTO BILIAR O ESFINTER DE ODDI,115,,ARTICULO 18,18410
521300,PANCREATOGRAFIA RETROGRADA ENDOSCOPICA (ERP) SOD,100,,ARTICULO 18,18410
518500,ESFINTERECTOMIA Y PAPILOTOMIA ENDOSCOPICA SOD (39),115,,ARTICULO 18,18410
516400,ESCISIÓN ENDOSCOPICA DE LESION EN LAS VIAS BILIARES SOD (39),125,,ARTICULO 18,18411
518801,EXTRACCION ENDOSCOPICA DE CALCULOS DE LAS VIAS BILIARES CON ESFINTEROTOMIA (39),125,,ARTICULO 18,18411
521400,BIOPSIA CERRADA [ENDOSCOPICA] DE DUCTO PANCREATICO SOD (39),125,,ARTICULO 18,18411
529400,EXTRACCION ENDOSCOPICA DE CALCULOS DEL CONDUCTO PANCREATICO SOD (39),125,,ARTICULO 18,18411
512300,LITROTIPSIA MECANICA BILIAR POR COLANGIOPANCREATOGRAFIA RETROGRADA ENDOSCOPICA SOD (39),125,,ARTICULO 18,18412
511500,MEDICION DE LA PRESION DEL ESFINTER DE ODDI SOD (39),115,,ARTICULO 18,18413
518600,INSERCION ENDOSCOPICA DE TUBO DE DRENAJE NASOBILIAR SOD (39),115,,ARTICULO 18,18414
529700,INSERCION ENDOSCOPICA DE TUBO DE DRENAJE NASOPANCREATICO SOD (39),115,,ARTICULO 18,18414
518700,INSERCION ENDOSCOPICA DE TUBO TUTOR (PROTESIS (STENT)) EN CONDUCTO BILIAR SOD (39),125,,ARTICULO 18,18415
519500,EXTRACCION DE DISPOSITIVO PROTESICO DE VIA BILIAR SOD (39),125,,ARTICULO 18,18415
529300,INSERCION ENDOSCOPICA DE TUBO TUTOR (PROTESIS (STENT)) EN EL CONDUCTO PANCRAETICO SOD (39),125,,ARTICULO 18,18415
518400,DILATACION ENDOSCOPICA DE AMPOLLA Y CONDUCTO BILIAR SOD (39),125,,ARTICULO 18,18416
529800,DILATACION ENDOSCOPICA DE DUCTO PANCREATICO SOD (39),125,,ARTICULO 18,18416
512200,FULGURACION DE LESIONES POR COLANGIOPANCREATOGRAFIA ENDOSCOPICA RETROGRADA SOD (39),115,,ARTICULO 18,18417
522100,RESECCION ENDOSCOPICA DE LESION O TEJIDO DE PANCREAS SOD (39),115,,ARTICULO 18,18417
510300,DRENAJE BILIAR PERCUTANEO [ENDOSCOPICO] Y COLOCACION DE PROTESIS SOD (82),175,,ARTICULO 18,213450
512104,COLECISTECTOMÍA POR LAPAROSCOPIA,160,,ARTICULO 18,18420
492100,ANOSCOPIA SOD,20,,ARTICULO 18,18500
482301,PROCTOSIGMOIDOSCOPIA RIGIDA O FLEXIBLE,35,,ARTICULO 18,18501
482400,BIOPSIA CERRADA [ENDOSCOPICA] DE RECTO O SIGMOIDE SOD,35,,ARTICULO 18,18501
452401,SIGMOIDOSCOPIA FLEXIBLE O RIGIDA,45,,ARTICULO 18,18502
452500,BIOPSIA CERRADA [ENDOSCOPICA] DEL INTESTINO GRUESO SOD,45,,ARTICULO 18,18502
452302,COLONOSCOPIA IZQUIERDA CON EQUIPO FLEXIBLE,90,,ARTICULO 18,18503
452301,COLONOSCOPIA TOTAL,90,,ARTICULO 18,18504
452100,ENDOSCOPIA TRANSABDOMINAL DE INTESTINO GRUESO SOD,105,,ARTICULO 18,18505
482700,MANOMETRIA RECTAL ENDOSCOPICA SOD,75,,ARTICULO 18,18506
452200,ENDOSCOPIA DE INTESTINO GRUESO A TRAVES DE ESTOMA ARTIFICIAL SOD,60,,ARTICULO 18,18507
451401,BIOPSIA CERRADA CON CAPSULA DE INTESTINO DELGADO,50,,ARTICULO 18,M18506
483803,EXTRACCION ENDOSCOPICA DE CUERPO EXTRAÑO EN RECTO,60,,ARTICULO 18,18510
469702,EXTRACCION ENDOSCOPICA DE CUERPO EXTRAÑO EN INTESTINO GRUESO,105,,ARTICULO 18,18511
454201,RESECCION ENDOSCOPICA DE LESIONES EN SIGMOIDE,105,,ARTICULO 18,18512
483600,POLIPECTOMIA ENDOSCOPICA DE RECTO SOD,105,,ARTICULO 18,18512
454202,RESECCION ENDOSCOPICA DE LESIONES DE COLON NCOC,125,,ARTICULO 18,18513
454203,CONTROL ENDOSCOPICO DE HEMORRAGIA DE COLON,125,,ARTICULO 18,18513
493400,RESECCIÓN DE LESIÓN DE ANO POR FULGURACIÓN ENDOSCOPICA SOD,125,,ARTICULO 18,18513
468020,DESCOMPRESION ENDOSCOPICA DE DILATACION AGUDA DE COLON (OGILVIE),115,,ARTICULO 18,18514
468021,DESCOMPRESION ENDOSCOPICA DE VÓLVULO DE COLON (SIGMOIDE),115,,ARTICULO 18,18514
489400,DILATACION INSTRUMENTAL ENDOSCOPICA DE RECTO SOD,45,,ARTICULO 18,18515
542100,LAPAROSCOPIA DIAGNOSTICA SOD,65,,ARTICULO 18,18601
501300,BIOPSIA DE HIGADO POR LAPAROSCOPIA SOD,65,,ARTICULO 18,18601
502103,DRENAJE DE LESION HEPATICA POR LAPAROSCOPIA,65,,ARTICULO 18,18601
541302,"DRENAJE DE COLECCIÓN INTRAPERITONEAL ( EPIPLOICO, OMENTAL,PERIESPLÉNICO",65,,ARTICULO 18,18601
651202,BIOPSIA EN OVARIO POR LAPAROSCOPIA,65,,ARTICULO 18,18601
661120,BIOPSIA DE TROMPAS DE FALOPIO POR LAPAROSCOPIA,65,,ARTICULO 18,18601
681500,"BIOPSIA ENDOSCÓPICA DE LIGAMENTOS DE ÚTERO, SOD",65,,ARTICULO 18,18601
681610,BIOPSIA DE MIOMETRIO POR LAPAROSCOPIA,65,,ARTICULO 18,18601
563510,ENDOSCOPIA (CISTOSCOPIA) DEL CONDUCTO ILEAL (40),75,,ARTICULO 18,18701
563520,ENDOSCOPIA (CISTOSCOPIA) DEL CONDUCTO COLONICO (40),75,,ARTICULO 18,18701
573100,CISTOSCOPIA A TRAVES DE ESTOMA ARTIFICIAL O CISTOSTOMÍA SOD (40),75,,ARTICULO 18,18701
573201,CISTOSCOPIA TRANSURETRAL (40),75,,ARTICULO 18,18701
573301,BIOPSIA UNICA O SIMPLE DE VEJIGA POR CISTOSCOPIA,75,,ARTICULO 18,18701
573302,BIOPSIA MULTIPLE O MAPEO VESICAL POR CISTOSCOPIA,75,,ARTICULO 18,18701
560100,REMOCION TRANSURETRAL [ENDOSCOPICA] DE CALCULO [URETEROLITOTOMÍA],200,,ARTICULO 18,18710
M18713,CISTOLITOTOMÍA,135,,ARTICULO 18,18711
561102,MEATOTOMIA URETERAL VIA ENDOSCOPICA,60,,ARTICULO 18,18712
552100,NEFROSCOPIA DIAGNOSTICA SOD,85,,ARTICULO 18,18713
552200,PIELOSCOPIA DIAGNOSTICA SOD,85,,ARTICULO 18,18713
552320,BIOPSIA ENDOSCÓPICA DE RIÑON,85,,ARTICULO 18,18713
563300,BIOPSIA CERRADA [ENDOSCÓPICA] DE URETER SOD,85,,ARTICULO 18,18713
563100,URETEROSCOPIA DIAGNOSTICA SOD,85,,ARTICULO 18,18713
553102,RESECCION ENDOSCOPICA DE LESION PIELICA,100,,ARTICULO 18,18714
558720,PIELOPLASTIA ENDOSCOPICA,100,,ARTICULO 18,18714
598001,CATETERISMO URETERAL DE AUTORETENCION VIA ENDOSCOPICA,75,,ARTICULO 18,18715
570200,"REMOCIÓN TRANSURETRAL [ENDOSCOPICA] DE CALCULO, CUERPO EXTRAÑO O",115,,ARTICULO 18,18716
570500,HEMOSTASIA VESICAL TRANSURETRAL SOD,115,,ARTICULO 18,18717
574100,ABLACIÓN TRANSURETRAL DE ADHERENCIAS INTRALUMINALES VESICALES SOD,75,,ARTICULO 18,18718
569002,DILATACION URETERAL VIA ENDOSCOPICA,55,,ARTICULO 18,18718
570100,LIMPIEZA Y DRENAJE TRANSURETRAL DE VEJIGA SOD,90,,ARTICULO 18,18718
588202,INSERCIÓN DE PROTESIS (STENT) URETRAL VIA ENDOSCÓPICA,90,,ARTICULO 18,18718
574201,RESECCIÓN ENDOSCÓPICA DE LESIÓN VESICAL (188),100,,ARTICULO 18,09310
574202,FULGURACION ENDOSCOPICA DE LESION VESICAL,100,,ARTICULO 18,09310
576061,RESECCION TRANSURETRAL [ENDOSCOPICA] DE CUELLO VESICAL,70,,ARTICULO 18,09311
599500,LITIASIS URINARIA FRAGMENTADA INTRACORPOREA ENDOSCOPICA SOD,185,,ARTICULO 18,M18714
579302,CONTROL DE HEMORRAGIA (POSTQUIRÚRGICA) DE VEJIGA VIA ENDOSCÓPICA,120,,ARTICULO 18,18820
582100,URETROSCOPIA PERINEAL SOD,25,,ARTICULO 18,M18800
981905,EXTRACCION ENDOSCÓPICA DE CUERPO EXTRAÑO DE URETRA,95,,ARTICULO 18,18810
579101,ESFINTEROTOMÍA VESICAL CERRADA [ENDOSCÓPICA],115,,ARTICULO 18,18811
583102,ESCISIÓN ENDOSCOPICA DE VALVA CONGÉNITA DE URETRA,115,,ARTICULO 18,18812
587010,URETROLITOTOMÍA ENDOSCÓPICA,95,,ARTICULO 18,18813
583101,FULGURACION ENDOSCOPICA DE LESIONES URETRALES,75,,ARTICULO 18,18814
600112,DRENAJE DE COLECCIÓN EN PROSTÁTA VIA ENDOSCOPICA,60,,ARTICULO 18,18815
602901,RESECCCIÓN O ENUCLEACIÓN TRANSURETRAL DE PRÓSTATA (RTUP) O,200,,ARTICULO 18,09511
602902,PROSTATECTOMÍA TRANSURETRAL (214),200,,ARTICULO 18,09511
609402,CONTROL DE HEMORRAGIA PROSTATICA VIA CISTOSCOPIA,120,,ARTICULO 18,09516
580050,URETROTOMIA INTERNA ENDOSCOPICA,120,,ARTICULO 18,18817
753100,AMNIOSCOPIA SOD,95,,ARTICULO 18,18900
681200,HISTEROSCOPIA SOD,50,,ARTICULO 18,18901
681611,BIOPSIA DE ENDOMETRIO Y LESION ENDOMETRIAL POR HISTEROSCOPIA,60,,ARTICULO 18,18902
702110,VAGINOSCOPIA CON INSTRUMENTO OPTICO (EN NIÑAS),30,,ARTICULO 18,18903
702201,COLPOSCOPIA CON BIOPSIA,30,,ARTICULO 18,18903
662100,ABLACIÓN U OCLUSIÓN DE TROMPA DE FALOPIO UNICA VIA ENDOSCOPICA SOD,65,,ARTICULO 18,18910
662200,ABLACIÓN U OCLUSIÓN BILATERAL DE TROMPA DE FALOPIO VIA ENDOSCOPICA SOD,65,,ARTICULO 18,18910
468602,LIBERACIÓN DE ADHERENCIAS O BRIDAS EN INTESTINO POR LAPAROSCOPIA,70,,ARTICULO 18,18911
545100,LISIS DE ADHERENCIAS PERITONEALES POR LAPAROSCOPIA SOD,70,,ARTICULO 18,18911
691302,SECCIÓN DE ADHERENCIAS UTERINAS A PARED ABDOMINAL VIA LAPAROSCOPICA,70,,ARTICULO 18,18911
660102,SALPINGOSTOMÍA Y DRENAJE TROMPA DE FALOPIO POR LAPAROSCOPIA,100,,ARTICULO 18,18912
549202,"EXTRACCION DE CUERPO EXTRAÑO INTRAPERITONEAL ( O DIU PERDIDO), POR",70,,ARTICULO 18,18913
653102,OOFORECTOMÍA UNILATERAL POR LAPAROSCOPIA,120,,ARTICULO 18,18914
655102,OOFORECTOMÍA BILATERAL POR LAPAROSCOPIA,120,,ARTICULO 18,18914
669120,SALPINGO-OOFORECTOMÍA UNILATERAL POR LAPAROSCOPIA,120,,ARTICULO 18,18914
669220,SALPINGO-OOFORECTOMÍA BILATERAL POR LAPAROSCOPIA,120,,ARTICULO 18,18914
652902,"LIBERACION O LISIS DE ADHERENCIAS (LEVES, MODERADAS O SEVERAS) DE OVARIO POR LAPAROSCOPIA (24)",90,,ARTICULO 18,18915
667610,SALPINGOLISIS DE ADHERENCIAS (LEVES. MODERADAS O SEVERAS) POR LAPAROSCOPIA (24),110,,ARTICULO 18,18915
669902,"LIBERACIÓN O LISIS DE ADHERENCIAS (LEVES, MODERADAS O SEVERAS) DE OVARIO Y TROMPAS DE FALOPIO POR LAPAROSCOPIA (24)",120,,ARTICULO 18,18915
691230,SECCIÓN DE LIGAMENTO UTERO SACRO POR LAPAROSCOPIA,90,,ARTICULO 18,18917
691201,ESCISIÓN Y ABLACIÓN DE ENDOMETROSIS ESTADOS I Y II POR LAPAROSCOPIA,70,,ARTICULO 18,18918
691202,ESCISIÓN Y ABLACIÓN DE ENDOMETROSIS ESTADOS III Y IV POR LAPAROSCOPIA,120,,ARTICULO 18,18919
652102,CISTECTOMÍA DE OVARIO POR LAPAROSCOPIA (24),100,,ARTICULO 18,18920
652302,RESECCIÓN DE TUMOR DE OVARIO POR LAPAROSCOPIA (24),100,,ARTICULO 18,18920
652802,RESECCIÓN DE QUISTE PARA-OVÁRICO POR LAPAROSCOPIA (24),100,,ARTICULO 18,18920
666220,RESECCIÓN DE LESION EN MESOSALPINX POR LAPAROSCOPIA (24),100,,ARTICULO 18,18920
652702,FULGURACIÓN EN OVARIO POR LAPAROSCOPIA (24),70,,ARTICULO 18,18922
682403,MIOMECTOMÍA UTERINA ( UNICA O MULTIPLE) POR LAPAROSCOPIA,100,,ARTICULO 18,18923
694102,HISTERORRAFIA POR LAPAROSCOPIA,80,,ARTICULO 18,18925
667902,SALPINGOPLASTIA (FIMBROPLASTIA) POR LAPAROSCOPIA (24),125,,ARTICULO 18,18927
667302,SALPINGO-SALPINGOSTOMÍA POR LAPAROSCOPIA (24),140,,ARTICULO 18,18928
667400,SALPINGOHISTEROTOMÍA (SALPINGO-UTEROSTOMÍA) SOD (24),140,,ARTICULO 18,18928
657802,OOFOROPEXIA UNILATERAL POR LAPAROSCOPIA,75,,ARTICULO 18,11130
595103,URETROCISTOPEXIA POR LAPAROSCOPIA,125,,ARTICULO 18,18929
652402,PUNCIÓN Y DRENAJE DE LESION DE OVARIO POR LAPAROSCOPIA (24),85,,ARTICULO 18,18934
659120,ASPIRACIÓN FOLICULAR DE OVARIO POR LAPAROSCOPIA (24),85,,ARTICULO 18,18934
691902,DRENAJE DE COLECCION DE LIGAMENTO ANCHO VIA ENDOSCOPICA (24),85,,ARTICULO 18,18934
707703,COLPOPEXIA POR LAPAROSCOPIA,140,,ARTICULO 18,18936
684020,HISTERECTOMÍA TOTAL POR LAPAROSCOPIA (160),150,,ARTICULO 18,18937
682302,RESECCIÓN DE PÓLIPO ENDOMETRIAL POR HISTEROSCOPIA,50,,ARTICULO 18,18940
698102,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAUTERINO POR HISTEROSCOPIA,50,,ARTICULO 18,18941
682102,LIBERACIÓN DE ADHERENCIAS INTRALUMINALES DE ÚTERO POR HISTEROSCOPIA,90,,ARTICULO 18,18942
682202,INCISIÓN O ESCISIÓN DE TABIQUE CONGÉNITO UTERINO POR HISTEROSCOPIA,90,,ARTICULO 18,18942
682404,MIOMECTOMÍA UTERINA POR HISTEROSCOPIA,90,,ARTICULO 18,18943
682510,ABLACIÓN ENDOMETRIAL O ENDOMETRECTOMÍA POR HISTEROSCOPIA,90,,ARTICULO 18,18944
903110,ACIDO LÁCTICO [L-LACTATO] POR FLUOROMETRÍA,,32680,ARTICULO 19,1932080
903111,ACIDO LÁCTICO [L-LACTATO] POR MÉTODO ENZIMÁTICO,,18875,ARTICULO 19,1932070
908002,ACIDO ORÓTICO,,19980,ARTICULO 19,1932083
903112,ACIDO PIRÚVICO [PIRUVATO],,26160,ARTICULO 19,1932085
906601,ACIDO SIÁLICO,,13680,ARTICULO 19,1932087
E19014,ACIDO SUCCÍNICO,,7710,ARTICULO 19,1932088
903801,ACIDO ÚRICO,,3315,ARTICULO 19,1912090
903802,ACIDO ÚRICO EN ORINA DE 24 H,,3345,ARTICULO 19,1914630
905201,ACIDO VALPROICO,,22105,ARTICULO 19,1933230
905202,ACIDO VALPROICO LIBRE,,19100,ARTICULO 19,1933240
903113,ACIDO VANILMANDÉLICO [VMA] EN ORINA DE 24 H,,13240,ARTICULO 19,1934640
903101,ACIDOS BILIARES,,17515,ARTICULO 19,M19003
908701,"ACIDOS GRASOS DE CADENA MUY LARGA, CUANTITATIVO",,153685,ARTICULO 19,1932055
908001,ACIDOS ORGÁNICOS [CADENA CORTA] POR CROMATOGRAFÍA DE GASES,,51020,ARTICULO 19,1932093
901201,"Actinomyces, CULTIVO HONGOS",,30720,ARTICULO 19,1936710
906101,"Actynomices, ANTICUERPOS",,30720,ARTICULO 19,1935010
903401,ADENOSÍN DEAMINASA [ADA],,5105,ARTICULO 19,1936720
906203,"Adenovirus, ANTICUERPOS Ig M POR EIA",,20835,ARTICULO 19,1935027
906901,AGLUTININAS AL FRIO,,4635,ARTICULO 19,1925630
902002,"AGREGACIÓN PLAQUETARIA, CADA AGENTE",,7810,ARTICULO 19,1931020
902003,"AGREGACIÓN PLAQUETARIA, CURVA",,56135,ARTICULO 19,M19320
903803,ALBÚMINA,,2980,ARTICULO 19,1922110
903804,ALBÚMINA EN ORINA DE 24 H,,3005,ARTICULO 19,1924650
905704,"ALCALOIDES, SEMICUANTITATIVO POR CROMATOGRAFÍA DE CAPA FINA",,14425,ARTICULO 19,1933436
905706,ALCOHOL ETÍLICO EN CUALQUIER MUESTRA POR INMUNOENSAYO,,12260,ARTICULO 19,1933250
905707,ALCOHOL METÍLICO - FORMALDEHIDO EN CUALQUIER MUESTRA POR COLORIMETRÍA,,12260,ARTICULO 19,1933260
903402,ALDOLASA,,6885,ARTICULO 19,1932120
904801,ALDOSTERONA,,27440,ARTICULO 19,1932130
904802,ALDOSTERONA EN ORINA,,27440,ARTICULO 19,1932130
903403,ALFA 1 ANTIQUIMIOTRIPSINA POR IDR,,22770,ARTICULO 19,1922140
903404,ALFA 1 ANTIQUIMIOTRIPSINA POR NEFELOMETRÍA,,32680,ARTICULO 19,1932150
903405,ALFA 1 ANTITRIPSINA POR IDR,,8155,ARTICULO 19,1932160
903406,ALFA 1 ANTITRIPSINA POR NEFELOMETRÍA,,32680,ARTICULO 19,1932170
903407,ALFA 1 GLICOPROTEÍNA ÁCIDA U OROMUCOIDE,,24645,ARTICULO 19,1932175
E19051,ALFA 2 HS GLICOPROTEÍNA,,9030,ARTICULO 19,M19051
903001,ALFA 2 MACROGLOBULINA,,7320,ARTICULO 19,1932180
903002,ALFA FETOPROTEÍNA [AFP] EN LÍQUIDO AMNIÓTICO,,31585,ARTICULO 19,1932190
906602,ALFA FETOPROTEÍNA [AFP] SERICA,,42605,ARTICULO 19,1934510
905403,"AMIKACINA, SEMICUANTITATIVA POR INMUNOENSAYO",,7810,ARTICULO 19,1933270
903805,AMILASA,,6195,ARTICULO 19,1922210
903806,AMILASA EN ORINA DE 24 H,,5945,ARTICULO 19,1924660
908103,AMINOACIDOS POR CLORURO FÉRRICO,,5440,ARTICULO 19,1932396
908104,AMINOACIDOS POR DINITROFENILHIDRACINA,,5525,ARTICULO 19,1933433
908105,AMINOACIDOS POR NITROPRUSIATO,,5525,ARTICULO 19,1933546
908106,AMINOACIDOS POR NITROSONAFTOL,,5440,ARTICULO 19,1933548
908101,"AMINOACIDOS, CUALITATIVOS POR CROMATOGRAFÍA EN ORINA",,19670,ARTICULO 19,1932220
908102,"AMINOACIDOS, CUALITATIVOS POR CROMATOGRAFÍA EN SANGRE",,19670,ARTICULO 19,1932220
903602,AMONIO,,9230,ARTICULO 19,1932230
A32402,ANALISIS BACTERIOLOGICO (MICROBIOLOGICO) DEL AGUA PARA CONSUMO HUMANO,,15625,ARTICULO 19,1926725
A32401,ANALISIS FISICO-QUIMICO (ORGANOLEPTICO) DEL AGUA PARA CONSUMO HUMANO,,10120,ARTICULO 19,1922096
904803,"ANDROSTENEDIOL GLUCURÓNIDO, 3 ALFA",,36580,ARTICULO 19,1933710
904501,ANDROSTENEDIONA,,23785,ARTICULO 19,1933720
904502,ANDROSTERONA EN ORINA,,30355,ARTICULO 19,M19073
905302,"ANFETAMINAS Y METANFETAMINAS, SEMICUANTITATIVA POR INMUNOENSAYO",,18830,ARTICULO 19,1933290
904001,ANGIOTENSINA II,,37565,ARTICULO 19,1933730
901001,ANTIBIOGRAMA (DISCO),,9995,ARTICULO 19,1926740
901002,ANTIBIOGRAMA (MIC) MÉTODO AUTOMÁTICO,,16410,ARTICULO 19,1936725
901003,ANTIBIOGRAMA (MIC) MÉTODO MANUAL,,16410,ARTICULO 19,1936725
902004,ANTICOAGULANTE CIRCULANTE [LÚPICO],,18665,ARTICULO 19,1931030
902005,"ANTICOAGULANTE LÚPICO, PRUEBA CONFIRMATORIA CON VENENO DE VIBORA DE",,66260,ARTICULO 19,1935079
906903,ANTICUERPOS HETERÓFILOS [ESPECÍFICOS Y TOTALES],,5865,ARTICULO 19,1915280
